run_id,algorithm,variant,instance_id,n_usvs,n_tasks,seed,epoch,timestamp,elapsed_sec,train_reward_avg,train_reward_std,train_makespan_avg,train_makespan_min,train_makespan_std,success_rate,n_trajectories,n_success,n_failed,eval_makespan,eval_success,best_eval_makespan,best_eval_epoch,gap_to_best_rule_percent,best_rule_name,best_rule_makespan,random_makespan,actor_loss,critic_loss,entropy,lr_actor_encoder,lr_actor,lr_critic_encoder,lr_critic,lr_shared_encoder,hidden_dim,hgnn_layers,n_heads,ppo_epochs,vectorized_update,update_batch_size,update_micro_batch_size,max_update_pairs,update_shuffle,gamma,gae_lambda,clip_epsilon,entropy_coef,reward_normalization,best_model_path,rollout_time_sec,update_time_sec,epoch_time_sec,batch_prepare_time_sec,actor_update_time_sec,critic_update_time_sec,effective_update_batch_size,effective_update_micro_batch_size,pairs_per_state
PPO_full_u10_t100_seed0_20260522_145051,PPO,full,u10_t100,10,100,0,0,2026-05-22 14:50:54,2.4157767998985946,,,,,,,,,,1782.887006192552,1,1782.887006192552,0,50.187025773653936,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,,,,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,,,,,,,,,
PPO_full_u10_t100_seed0_20260522_145051,PPO,full,u10_t100,10,100,0,1,2026-05-22 14:51:13,21.342739599989727,-1.1708794566563883,0.03322874858623651,1777.600234981096,1675.2810442459952,50.44706434913221,1.0,16,16,0,1265.131216520453,1,1265.131216520453,1,6.572258344279362,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.029907588730566204,0.012993770865880204,3.3318105156605062,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,8.933311000000685,7.689259300008416,18.89355689997319,0.052779900026507676,4.126112999510951,3.4979094993323088,128,32,1000
PPO_full_u10_t100_seed0_20260522_145051,PPO,full,u10_t100,10,100,0,2,2026-05-22 14:51:22,31.288580899941735,-1.1867791454521404,0.022610082400360925,1801.7387493078957,1742.5820775871546,34.326067947760016,1.0,16,16,0,,,1265.131216520453,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03184675536333369,0.003373080590860739,3.365663216664241,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.2708065999904647,6.597461199969985,9.868346699979156,0.03575369995087385,3.375156299560331,3.1767361988313496,128,32,1000
PPO_full_u10_t100_seed0_20260522_145051,PPO,full,u10_t100,10,100,0,3,2026-05-22 14:51:33,41.337103199912235,-1.1856825801556448,0.030516176090286597,1800.0739709930644,1682.6598670001658,46.32890386831434,1.0,16,16,0,,,1265.131216520453,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.0329016925355133,0.0023619698043218637,3.3747319751060925,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.3268181999446824,6.665464899968356,9.992392599931918,0.038642100058496,3.6155714995693415,2.998434700188227,128,32,1000
PPO_full_u10_t100_seed0_20260522_145051,PPO,full,u10_t100,10,100,0,4,2026-05-22 14:51:42,50.59568719996605,-1.1877353467181218,0.027120611397108297,1803.1904304228344,1730.74826050335,41.173841524216414,1.0,16,16,0,,,1265.131216520453,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.033492122848446555,0.0020133001556902085,3.3564851604975185,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.65630630007945,6.538363099913113,9.194803300080821,0.03245470009278506,3.5093223999720067,2.9821918006055057,128,32,1000
PPO_full_u10_t100_seed0_20260522_145051,PPO,full,u10_t100,10,100,0,5,2026-05-22 14:51:52,60.769305899972096,-1.192774006509918,0.019671248413400004,1810.8399991115393,1744.2144096301247,29.864402866787312,1.0,16,16,0,,,1265.131216520453,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03965055995370047,0.0019088774545077914,3.3470446513249326,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.6061289000790566,6.504712899914011,10.110945800086483,0.03830400004517287,3.493683500564657,2.9583700001239777,128,32,1000
PPO_full_u10_t100_seed0_20260522_145051,PPO,full,u10_t100,10,100,0,6,2026-05-22 14:52:02,70.96459769993089,-1.1927006880122968,0.023801216908114688,1810.728688781634,1724.1042013403157,36.13441890040521,1.0,16,16,0,,,1265.131216520453,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03132468352739055,0.0017081996915154518,3.3433055258714237,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.592571899993345,6.527979900012724,10.120651100063697,0.03382439992856234,3.472226499929093,3.009406799217686,128,32,1000
PPO_full_u10_t100_seed0_20260522_145051,PPO,full,u10_t100,10,100,0,7,2026-05-22 14:52:12,80.47370779991616,-1.1699829030367948,0.03577576602565313,1776.2391094478035,1648.603631399809,54.313883237335354,1.0,16,16,0,,,1265.131216520453,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03148851675303796,0.0016217447591770906,3.3450801773713184,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.819001300027594,6.62247619999107,9.441587900044397,0.02815070003271103,3.4132539002457634,3.163496999302879,128,32,1000
PPO_full_u10_t100_seed0_20260522_145051,PPO,full,u10_t100,10,100,0,8,2026-05-22 14:52:21,89.73180109995883,-1.1931758159961576,0.018978213969334697,1811.4500163367088,1733.706165901043,28.8122551127063,1.0,16,16,0,,,1265.131216520453,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03469849205038582,0.0014961319746082434,3.3447570640307207,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.5962627000408247,6.597439899924211,9.193791100056842,0.025048900046385825,3.447762300260365,3.11191169929225,128,32,1000
PPO_full_u10_t100_seed0_20260522_145051,PPO,full,u10_t100,10,100,0,9,2026-05-22 14:52:30,99.03763849998359,-1.169077068243923,0.039975468740637676,1774.863893466766,1596.9310461271775,60.68976803962386,1.0,16,16,0,,,1265.131216520453,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03816118365368591,0.001396283235897919,3.3240972390541663,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.597953899996355,6.648610100033693,9.24666810000781,0.024030699976719916,3.4717875991482288,3.1400961002800614,128,32,1000
