run_id,algorithm,variant,instance_id,n_usvs,n_tasks,seed,epoch,timestamp,elapsed_sec,train_reward_avg,train_reward_std,train_makespan_avg,train_makespan_min,train_makespan_std,success_rate,n_trajectories,n_success,n_failed,eval_makespan,eval_success,best_eval_makespan,best_eval_epoch,gap_to_best_rule_percent,best_rule_name,best_rule_makespan,random_makespan,actor_loss,critic_loss,entropy,lr_actor_encoder,lr_actor,lr_critic_encoder,lr_critic,lr_shared_encoder,hidden_dim,hgnn_layers,n_heads,ppo_epochs,vectorized_update,update_batch_size,update_shuffle,gamma,gae_lambda,clip_epsilon,entropy_coef,reward_normalization,best_model_path,rollout_time_sec,update_time_sec,epoch_time_sec,batch_prepare_time_sec,actor_update_time_sec,critic_update_time_sec
PPO_full_u10_t20_seed0_20260522_124029,PPO,full,u10_t20,10,20,0,0,2026-05-22 12:40:29,0.5610233000479639,,,,,,,,,,544.8738902671984,1,544.8738902671984,0,6.121727353143165,MinBattery_NearestTask,513.442349514357,559.9277735462435,,,,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t20_seed0.pth,,,,,,
PPO_full_u10_t20_seed0_20260522_124029,PPO,full,u10_t20,10,20,0,1,2026-05-22 12:40:34,5.224921000073664,-1.5418026312974988,0.04053794965446846,535.1509865571768,513.442349514357,14.070493401828958,1.0,8,8,0,545.2860232977876,1,544.8738902671984,0,6.201995961873825,MinBattery_NearestTask,513.442349514357,559.9277735462435,-0.05204807850532234,0.0495688805822283,2.743730902671814,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t20_seed0.pth,3.7654998999787495,0.5745587999699637,4.615075999987312,0.0030295999022200704,0.28406209987588227,0.28356159990653396
PPO_full_u10_t20_seed0_20260522_124029,PPO,full,u10_t20,10,20,0,2,2026-05-22 12:40:35,6.157974100089632,-1.597954598937521,0.026842661575368385,554.6410174273385,537.9547411194205,9.31693624870139,1.0,8,8,0,,,544.8738902671984,0,,MinBattery_NearestTask,513.442349514357,559.9277735462435,0.009399611735716462,0.021973478491418064,2.845824718475342,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t20_seed0.pth,0.4809889999451116,0.38012999994680285,0.8612373999785632,0.002638000063598156,0.20410639990586787,0.16831249999813735
PPO_full_u10_t20_seed0_20260522_124029,PPO,full,u10_t20,10,20,0,3,2026-05-22 12:40:36,6.99364370002877,-1.593171639404042,0.03342498089830297,552.9808791832816,530.1557729785958,11.60162211445219,1.0,8,8,0,,,544.8738902671984,0,,MinBattery_NearestTask,513.442349514357,559.9277735462435,-0.02107400237582624,0.011542659834958613,2.806583046913147,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t20_seed0.pth,0.44571040000300854,0.31675489991903305,0.7627053000032902,0.002597799990326166,0.17054520000237972,0.13955060008447617
PPO_full_u10_t20_seed0_20260522_124029,PPO,full,u10_t20,10,20,0,4,2026-05-22 12:40:37,8.270698200096376,-1.5636482075289884,0.02352575983235432,542.733462702229,532.2158774016901,8.165658384690062,1.0,8,8,0,,,544.8738902671984,0,,MinBattery_NearestTask,513.442349514357,559.9277735462435,-0.022361796582117677,0.010644650901667774,2.835271954536438,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t20_seed0.pth,0.44743379997089505,0.7570520000299439,1.2046491999644786,0.0017860999796539545,0.4189088998828083,0.3304229996865615
PPO_full_u10_t20_seed0_20260522_124029,PPO,full,u10_t20,10,20,0,5,2026-05-22 12:40:38,9.024049100000411,-1.6011333464829287,0.01872721889353372,555.7443427495359,542.3130241578294,6.500111922829519,1.0,8,8,0,,,544.8738902671984,0,,MinBattery_NearestTask,513.442349514357,559.9277735462435,-0.03830473800189793,0.007711309182923287,2.716317504644394,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t20_seed0.pth,0.41043759998865426,0.2860184999881312,0.6965362000046298,0.0021315000485628843,0.15155740012414753,0.12852920009754598
PPO_full_u10_t20_seed0_20260522_124029,PPO,full,u10_t20,10,20,0,6,2026-05-22 12:40:39,9.852258500060998,-1.5894492903742723,0.033120395264821086,551.6888728556526,527.9337011262947,11.495902161106525,1.0,8,8,0,,,544.8738902671984,0,,MinBattery_NearestTask,513.442349514357,559.9277735462435,-0.024955612141638994,0.008719724602997303,2.7915062308311462,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t20_seed0.pth,0.42570889997296035,0.3076385000022128,0.7334878999972716,0.0018621000926941633,0.18240629986394197,0.11867419991176575
PPO_full_u10_t20_seed0_20260522_124029,PPO,full,u10_t20,10,20,0,7,2026-05-22 12:40:39,10.65304390003439,-1.571221213649358,0.029074432902869533,545.3620103608282,532.0097322208156,10.091571473365073,1.0,8,8,0,,,544.8738902671984,0,,MinBattery_NearestTask,513.442349514357,559.9277735462435,-0.07317951670847833,0.006549252197146416,2.756389170885086,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t20_seed0.pth,0.4543034000089392,0.28826329996809363,0.742688599973917,0.0019344999454915524,0.15693009982351214,0.12563740031328052
PPO_full_u10_t20_seed0_20260522_124029,PPO,full,u10_t20,10,20,0,8,2026-05-22 12:40:40,11.383254899992608,-1.5637922278499317,0.0486183745917883,542.7834513423263,510.6825594949177,16.875163266329583,1.0,8,8,0,,,544.8738902671984,0,,MinBattery_NearestTask,513.442349514357,559.9277735462435,-0.04383875895291567,0.0058440990396775305,2.7962853014469147,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t20_seed0.pth,0.380502299987711,0.2908117000479251,0.6714159999974072,0.0020108999451622367,0.1463161000283435,0.13858190027531236
PPO_full_u10_t20_seed0_20260522_124029,PPO,full,u10_t20,10,20,0,9,2026-05-22 12:40:41,12.100844000000507,-1.5562462572250202,0.052280338725230295,540.1642875515274,517.9853030453244,18.14621033744489,1.0,8,8,0,,,544.8738902671984,0,,MinBattery_NearestTask,513.442349514357,559.9277735462435,-0.003717519575729966,0.0052866215410176665,2.7753021717071533,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t20_seed0.pth,0.34904299990739673,0.31394560006447136,0.6630831999937072,0.0018755999626591802,0.17533689993433654,0.13256259995978326
