run_id,algorithm,variant,instance_id,n_usvs,n_tasks,seed,epoch,timestamp,elapsed_sec,train_reward_avg,train_reward_std,train_makespan_avg,train_makespan_min,train_makespan_std,success_rate,n_trajectories,n_success,n_failed,eval_makespan,eval_success,best_eval_makespan,best_eval_epoch,gap_to_best_rule_percent,best_rule_name,best_rule_makespan,random_makespan,actor_loss,critic_loss,entropy,lr_actor_encoder,lr_actor,lr_critic_encoder,lr_critic,lr_shared_encoder,hidden_dim,hgnn_layers,n_heads,ppo_epochs,gamma,gae_lambda,clip_epsilon,entropy_coef,reward_normalization,best_model_path,rollout_time_sec,update_time_sec,epoch_time_sec
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,10,2026-05-21 20:54:39,424.2661440001102,-1.1474100549561745,0.11416681482530999,1856.172481645621,1640.6349961633932,184.68837629627163,1.0,8,8,0,1544.4383649415954,1,1544.4383649415954,10,25.007428488756307,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.019668694818392396,0.006803554599173367,1.8118650913238525,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.3958838999969885,39.876832899986766,41.105164199951105
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,11,2026-05-21 20:55:25,470.2447590000229,-1.1116721981939635,0.08119265494086274,1798.35912539301,1675.680395190862,131.34586991111388,1.0,8,8,0,,,1544.4383649415954,10,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.014463012339547276,0.005954039399512112,1.704142540693283,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.3315213999012485,45.60564740002155,45.937320399913006
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,12,2026-05-21 20:56:04,509.7687502000481,-1.113076344327268,0.07561477468548322,1800.6306214476167,1671.4003945940858,122.32249784702174,1.0,8,8,0,,,1544.4383649415954,10,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.020968696800991893,0.004953776719048619,1.744138389825821,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.356091299909167,39.13038430002052,39.48664569994435
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,13,2026-05-21 20:56:44,549.1891617000801,-1.0893851117749327,0.08707979721244972,1762.305165147174,1654.471833527403,140.86953708907834,1.0,8,8,0,,,1544.4383649415954,10,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.01439304996165447,0.0048503727884963155,1.74611297249794,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.33879179996438324,39.035806600004435,39.37472580000758
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,14,2026-05-21 20:57:25,590.587337700068,-1.0446223309213687,0.03550677325724713,1689.8921322794322,1579.482628366836,57.43953100938277,1.0,8,8,0,,,1544.4383649415954,10,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.014050435624085367,0.004185292404145002,1.7938703298568726,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.3768416999373585,40.983712000073865,41.36069979995955
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,15,2026-05-21 20:58:08,633.3124259000178,-1.0426352195110655,0.04550876401649679,1686.6775696199566,1544.0306330502451,73.619814534702,1.0,8,8,0,,,1544.4383649415954,10,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.01468777927220799,0.003576827293727547,1.6710776388645172,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.36715899989940226,42.30293290002737,42.67028530000243
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,16,2026-05-21 20:58:52,677.6329139000736,-1.0639755293913775,0.07630832759881521,1721.1999234885905,1571.7018780176936,123.44446276856955,1.0,8,8,0,,,1544.4383649415954,10,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.011907458771020174,0.0038634834927506745,1.7001045942306519,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.5038861000211909,43.76882989995647,44.272878500050865
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,17,2026-05-21 20:59:37,721.9135778000345,-1.0419591051173702,0.03502800812439374,1685.5838151015953,1578.7163662852613,56.66502963479978,1.0,8,8,0,,,1544.4383649415954,10,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.01759036141447723,0.003534556715749204,1.7032752931118011,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.36838450003415346,43.857075699954294,44.225611399975605
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,18,2026-05-21 21:00:20,765.4471260000719,-1.0523811272531987,0.04520237973547432,1702.443586033588,1592.6102434355912,73.12417475118583,1.0,8,8,0,,,1544.4383649415954,10,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.016188386362046003,0.0035220521385781467,1.7065720856189728,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.3520071000093594,43.13282130006701,43.4849807000719
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,19,2026-05-21 21:01:05,810.4323541000485,-1.0367093079729586,0.04456206042990408,1677.091185155058,1583.9222469920887,72.08832617261362,1.0,8,8,0,,,1544.4383649415954,10,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.01896217977628112,0.0030934453243389726,1.662951499223709,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.4144150000065565,44.50944850000087,44.92407870001625
PPO_full_u2_t20_seed0_20260521_204735,PPO,full,u2_t20,2,20,0,20,2026-05-21 21:01:48,853.0751545000821,-1.0829302550918607,0.1303340495152498,1751.8631027856566,1526.6359773633703,210.84221380723807,1.0,8,8,0,1621.7868678851896,1,1544.4383649415954,10,31.26804572666036,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.019656130811199546,0.005353873944841325,1.6104994416236877,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.4075568999396637,41.673689499963075,42.59411810000893
