run_id,algorithm,variant,instance_id,n_usvs,n_tasks,seed,epoch,timestamp,elapsed_sec,train_reward_avg,train_reward_std,train_makespan_avg,train_makespan_min,train_makespan_std,success_rate,n_trajectories,n_success,n_failed,eval_makespan,eval_success,best_eval_makespan,best_eval_epoch,gap_to_best_rule_percent,best_rule_name,best_rule_makespan,random_makespan,actor_loss,critic_loss,entropy,lr_actor_encoder,lr_actor,lr_critic_encoder,lr_critic,lr_shared_encoder,hidden_dim,hgnn_layers,n_heads,ppo_epochs,vectorized_update,update_batch_size,max_update_pairs,update_shuffle,gamma,gae_lambda,clip_epsilon,entropy_coef,reward_normalization,best_model_path,rollout_time_sec,update_time_sec,epoch_time_sec,batch_prepare_time_sec,actor_update_time_sec,critic_update_time_sec,effective_update_batch_size,pairs_per_state
PPO_full_u10_t100_seed0_20260522_124407,PPO,full,u10_t100,10,100,0,0,2026-05-22 12:44:09,2.2264944999478757,,,,,,,,,,1782.887006192552,1,1782.887006192552,0,50.187025773653936,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,,,,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,,,,,,,,
PPO_full_u10_t100_seed0_20260522_124407,PPO,full,u10_t100,10,100,0,1,2026-05-22 12:44:22,14.994224400026724,-1.1639235641291399,0.021100703480977638,1767.039970967028,1726.181891189126,32.03456619963554,1.0,8,8,0,1347.359153541368,1,1347.359153541368,1,13.498984072707703,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.031081110574305057,0.007803053279640153,3.3522339701652526,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,6.306318599963561,3.82468499999959,12.73910959996283,0.024180500069633126,2.0296342006186023,1.739850899670273,,
PPO_full_u10_t100_seed0_20260522_124407,PPO,full,u10_t100,10,100,0,2,2026-05-22 12:44:29,21.381754499976523,-1.1841334297357422,0.025313793192698046,1797.7220891364097,1724.0320456491202,38.430774809304765,1.0,8,8,0,,,1347.359153541368,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.030546011347323657,0.0024693550274241718,3.3589311456680297,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.67694640008267,3.6483850000659004,6.325443000067025,0.03653959999792278,1.8943714002380148,1.5953555997693911,,
PPO_full_u10_t100_seed0_20260522_124407,PPO,full,u10_t100,10,100,0,3,2026-05-22 12:44:35,27.959171599941328,-1.1658372160125805,0.035550227312115455,1769.9452299314223,1693.023292647658,53.971475940065964,1.0,8,8,0,,,1347.359153541368,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.0344525333493948,0.0018053188227349893,3.380687837600708,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.0433201000560075,3.4785700999200344,6.522002300014719,0.016974100028164685,1.8436396002070978,1.5823177000274882,,
PPO_full_u10_t100_seed0_20260522_124407,PPO,full,u10_t100,10,100,0,4,2026-05-22 12:44:42,35.047377999988385,-1.1706526245148692,0.025274118642335065,1777.255864033452,1721.066469670588,38.3705418881044,1.0,8,8,0,,,1347.359153541368,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03469079600647092,0.0016296216449700296,3.3517217087745665,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.0323769999668,3.995724300039001,7.0282064999919385,0.022327100043185055,1.8475007000379264,2.0913761004339904,,
PPO_full_u10_t100_seed0_20260522_124407,PPO,full,u10_t100,10,100,0,5,2026-05-22 12:44:48,40.84842159994878,-1.1897934245730308,0.017970966492893686,1806.314953325425,1760.2467414906625,27.283076903432352,1.0,8,8,0,,,1347.359153541368,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03591055540367961,0.0015671556335291824,3.3618290066719054,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.213269399944693,3.5315569000085816,5.7449360999744385,0.021570200100541115,1.8751694994280115,1.602758000139147,,
PPO_full_u10_t100_seed0_20260522_124407,PPO,full,u10_t100,10,100,0,6,2026-05-22 12:44:55,47.43812720000278,-1.1946710253316075,0.025913799748108084,1813.7200061729227,1748.5990848377323,39.341689923430216,1.0,8,8,0,,,1347.359153541368,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03246396861970425,0.0014068744430551306,3.3443230104446413,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.996469600009732,3.5220998999429867,6.518679299973883,0.015796400024555624,1.8097578997258097,1.6656972999917343,,
PPO_full_u10_t100_seed0_20260522_124407,PPO,full,u10_t100,10,100,0,7,2026-05-22 12:45:01,53.94721330003813,-1.1388949507940007,0.1042891705673265,1729.0421491649067,1335.221960810508,158.32923966046394,1.0,8,8,0,,,1347.359153541368,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03839915415272117,0.0016475278924917803,3.317147421836853,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.9767425999743864,3.477676000096835,6.454509500064887,0.015763200004585087,1.8788230005884543,1.5507560995174572,,
PPO_full_u10_t100_seed0_20260522_124407,PPO,full,u10_t100,10,100,0,8,2026-05-22 12:45:07,59.485371300019324,-1.182109946798167,0.04220748546861741,1794.6500873817756,1702.456288010002,64.0783606377625,1.0,8,8,0,,,1347.359153541368,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.036921460907906295,0.0013060779310762882,3.364135453701019,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.0831453000428155,3.3975742999464273,5.480807799962349,0.015163200092501938,1.7619098001159728,1.5913697003852576,,
PPO_full_u10_t100_seed0_20260522_124407,PPO,full,u10_t100,10,100,0,9,2026-05-22 12:45:12,65.20148559997324,-1.1525044488587066,0.10692147706210596,1749.7037525607684,1341.0882095351624,162.32554228330133,1.0,8,8,0,,,1347.359153541368,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03853724030777812,0.0016453629851457662,3.3364080476760862,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.1155833000084385,3.544172600028105,5.65986139990855,0.014521999983116984,1.7964038997888565,1.7028514994308352,,
