run_id,algorithm,variant,instance_id,n_usvs,n_tasks,seed,epoch,timestamp,elapsed_sec,train_reward_avg,train_reward_std,train_makespan_avg,train_makespan_min,train_makespan_std,success_rate,n_trajectories,n_success,n_failed,eval_makespan,eval_success,best_eval_makespan,best_eval_epoch,gap_to_best_rule_percent,best_rule_name,best_rule_makespan,random_makespan,actor_loss,critic_loss,entropy,lr_actor_encoder,lr_actor,lr_critic_encoder,lr_critic,lr_shared_encoder,hidden_dim,hgnn_layers,n_heads,ppo_epochs,vectorized_update,update_batch_size,update_micro_batch_size,max_update_pairs,update_shuffle,gamma,gae_lambda,clip_epsilon,entropy_coef,reward_normalization,best_model_path,rollout_time_sec,update_time_sec,epoch_time_sec,batch_prepare_time_sec,actor_update_time_sec,critic_update_time_sec,effective_update_batch_size,effective_update_micro_batch_size,pairs_per_state
PPO_full_u10_t100_seed0_20260522_144359,PPO,full,u10_t100,10,100,0,0,2026-05-22 14:44:01,2.4180036999750882,,,,,,,,,,1782.887006192552,1,1782.887006192552,0,50.187025773653936,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,,,,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,,,,,,,,,
PPO_full_u10_t100_seed0_20260522_144359,PPO,full,u10_t100,10,100,0,1,2026-05-22 14:44:14,15.6743817999959,-1.1639235641291399,0.021100703480977638,1767.039970967028,1726.181891189126,32.03456619963554,1.0,8,8,0,1283.7323429760634,1,1283.7323429760634,1,8.13918201846874,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.04073382122442126,0.021094954915627438,3.3762248882225583,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,6.526759000029415,3.8099658000282943,13.213684000074863,0.024504899978637695,1.9985331004718319,1.780478399945423,128,32,1000
PPO_full_u10_t100_seed0_20260522_144359,PPO,full,u10_t100,10,100,0,2,2026-05-22 14:44:21,22.31548820005264,-1.18971791983378,0.019629099947090636,1806.2003238975435,1773.594439301922,29.80041410757755,1.0,8,8,0,,,1283.7323429760634,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.04440088323982699,0.005447697770640454,3.37249499133655,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.9903983999975026,3.5836308000143617,6.574121900019236,0.018460000050254166,1.8772778001148254,1.6757920002564788,128,32,1000
PPO_full_u10_t100_seed0_20260522_144359,PPO,full,u10_t100,10,100,0,3,2026-05-22 14:44:28,29.217217299970798,-1.1839007989982127,0.029938732647204366,1797.3689149037032,1727.106476633235,45.4522435133343,1.0,8,8,0,,,1283.7323429760634,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.042817292685088305,0.003567066254618112,3.3563566229173114,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.108204699936323,3.7264071000972763,6.834719000034966,0.018328499980270863,2.069504199549556,1.626183399464935,128,32,1000
PPO_full_u10_t100_seed0_20260522_144359,PPO,full,u10_t100,10,100,0,4,2026-05-22 14:44:34,35.72690240002703,-1.1778241143572583,0.010022245873533621,1788.1434425595962,1765.3023721926359,15.21552583278428,1.0,8,8,0,,,1283.7323429760634,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.029426364876729037,0.0028503203980757724,3.35590029827186,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.041400699992664,3.3957228999352083,6.437231499934569,0.015385400038212538,1.7921168999746442,1.5724217996466905,128,32,1000
PPO_full_u10_t100_seed0_20260522_144359,PPO,full,u10_t100,10,100,0,5,2026-05-22 14:44:41,42.415859800064936,-1.1711604269784535,0.017660592707547936,1778.026797175596,1737.5112548778338,26.811875098134433,1.0,8,8,0,,,1283.7323429760634,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.045009760352383764,0.002665128402960753,3.340991665210043,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.201037700055167,3.4222930999239907,6.623455199995078,0.015635000076144934,1.799104499979876,1.5946334997424856,128,32,1000
PPO_full_u10_t100_seed0_20260522_144359,PPO,full,u10_t100,10,100,0,6,2026-05-22 14:44:47,48.785525699961,-1.1716051541033583,0.05324500836545336,1778.701970898424,1576.8378891209177,80.83525493929329,1.0,8,8,0,,,1283.7323429760634,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03699485362241311,0.00223636445610152,3.3612375387123654,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.955694800009951,3.3401482000481337,6.295976999914274,0.018471500021405518,1.7525033004349098,1.5554235997842625,128,32,1000
PPO_full_u10_t100_seed0_20260522_144359,PPO,full,u10_t100,10,100,0,7,2026-05-22 14:44:54,55.18688719999045,-1.1906864605757412,0.04002364496746267,1807.670738499757,1675.2642800197837,60.76290799578067,1.0,8,8,0,,,1283.7323429760634,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.03697733461324658,0.0020896604255540296,3.3378901886088506,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,2.987419500015676,3.3477022000588477,6.335233699996024,0.015438599977642298,1.783804899896495,1.5357662994647399,128,32,1000
PPO_full_u10_t100_seed0_20260522_144359,PPO,full,u10_t100,10,100,0,8,2026-05-22 14:45:00,61.8133405999979,-1.1843044813122217,0.039863638260052514,1797.9817754096769,1684.81291040911,60.51998976959252,1.0,8,8,0,,,1283.7323429760634,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.02112376975959965,0.0018535202049991182,3.3834539545433864,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.063063899986446,3.483898099977523,6.54707159998361,0.016995999962091446,1.8256350001320243,1.6297870998969302,128,32,1000
PPO_full_u10_t100_seed0_20260522_144359,PPO,full,u10_t100,10,100,0,9,2026-05-22 14:45:07,68.39679859997705,-1.1826488655083616,0.01776484716665327,1795.468260440011,1771.2594383203439,26.970151639711826,1.0,8,8,0,,,1283.7323429760634,1,,MinBattery_NearestTask,1187.1112015225146,1816.9612465912573,-0.037272538391074965,0.0016734515120333526,3.311553282397134,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,0,32768,1,0.99,0.95,0.2,0.01,1,D:\Python project\HGNN_PPO_USV_Scheduling\models\best_u10_t100_seed0.pth,3.0497354000108317,3.4678991000400856,6.517732799984515,0.01957030000630766,1.8471549999667332,1.590574599802494,128,32,1000
