run_id,algorithm,variant,instance_id,n_usvs,n_tasks,seed,epoch,timestamp,elapsed_sec,train_reward_avg,train_reward_std,train_makespan_avg,train_makespan_min,train_makespan_std,success_rate,n_trajectories,n_success,n_failed,eval_makespan,eval_success,best_eval_makespan,best_eval_epoch,gap_to_best_rule_percent,best_rule_name,best_rule_makespan,random_makespan,actor_loss,critic_loss,entropy,lr_actor_encoder,lr_actor,lr_critic_encoder,lr_critic,lr_shared_encoder,hidden_dim,hgnn_layers,n_heads,ppo_epochs,vectorized_update,update_batch_size,update_shuffle,gamma,gae_lambda,clip_epsilon,entropy_coef,reward_normalization,best_model_path,rollout_time_sec,update_time_sec,epoch_time_sec,batch_prepare_time_sec,actor_update_time_sec,critic_update_time_sec
PPO_full_u2_t20_seed0_20260521_211450,PPO,full,u2_t20,2,20,0,0,2026-05-21 21:14:50,0.5065101999789476,,,,,,,,,,1649.0041549464518,1,1649.0041549464518,0,33.4710232900268,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,,,,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,,,,,,
PPO_full_u2_t20_seed0_20260521_211450,PPO,full,u2_t20,2,20,0,1,2026-05-21 21:14:55,5.21137280005496,-1.1081413496740824,0.06861676623243568,1792.6472494763284,1654.8168658920044,111.00177544201685,1.0,8,8,0,1622.8600751952886,1,1622.8600751952886,1,31.354911534397452,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.07630994799546897,0.04333575803320855,1.7413251250982285,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,3.4639374999096617,0.8016971000470221,4.671650699921884,0.012982900021597743,0.48819420009385794,0.29508039995562285
PPO_full_u2_t20_seed0_20260521_211450,PPO,full,u2_t20,2,20,0,2,2026-05-21 21:14:55,5.904550399980508,-1.0740273434608567,0.033324339359621584,1737.4608064970612,1657.2149613741533,53.90899393043245,1.0,8,8,0,,,1622.8600751952886,1,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,0.011683163233101368,0.014526178943924606,1.8151977509260178,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.295228699920699,0.34257620002608746,0.6378938999259844,0.0015384999569505453,0.17125540017150342,0.14769769983831793
PPO_full_u2_t20_seed0_20260521_211450,PPO,full,u2_t20,2,20,0,3,2026-05-21 21:14:56,6.527087400085293,-1.104951302859475,0.06020290890131997,1787.4866906274156,1709.909281399916,97.39062537840194,1.0,8,8,0,,,1622.8600751952886,1,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.014916167361661792,0.0077978543704375625,1.7599637508392334,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.2926856999984011,0.27476370008662343,0.5675495000323281,0.001568000065162778,0.13625840016175061,0.13276780012529343
PPO_full_u2_t20_seed0_20260521_211450,PPO,full,u2_t20,2,20,0,4,2026-05-21 21:14:57,7.16830989997834,-1.1225853812712128,0.08556684441896828,1816.013450477275,1627.8092517619598,138.4220238141521,1.0,8,8,0,,,1622.8600751952886,1,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.0008847098797559738,0.00732858432456851,1.7650643438100815,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.29854340001475066,0.2894734999863431,0.5881071999901906,0.001595500041730702,0.1510796002112329,0.13345140009187162
PPO_full_u2_t20_seed0_20260521_211450,PPO,full,u2_t20,2,20,0,5,2026-05-21 21:14:57,7.788147100014612,-1.059098013068997,0.04332592719336695,1713.3095345755128,1558.2059509448586,70.0886256406225,1.0,8,8,0,,,1622.8600751952886,1,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.04907790455035865,0.005153734935447574,1.7322430461645126,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.2819860000163317,0.28279500000644475,0.5648983999853954,0.0012404000153765082,0.1538202001247555,0.12304760003462434
PPO_full_u2_t20_seed0_20260521_211450,PPO,full,u2_t20,2,20,0,6,2026-05-21 21:14:58,8.41220520006027,-1.0761540504596498,0.045721150327408505,1740.9011938203478,1608.9960224648066,73.96339320920436,1.0,8,8,0,,,1622.8600751952886,1,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.003405918600037694,0.004451301705557853,1.7441858798265457,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.29676779999863356,0.2714990000240505,0.5683523000916466,0.001539899967610836,0.13841100013814867,0.1274832998169586
PPO_full_u2_t20_seed0_20260521_211450,PPO,full,u2_t20,2,20,0,7,2026-05-21 21:14:59,9.04275810008403,-1.1121985072393823,0.08414494769769855,1799.2105388547698,1631.0057412342592,136.12181252145606,1.0,8,8,0,,,1622.8600751952886,1,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,0.013425266835838556,0.005910225969273597,1.805972307920456,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.29688180005177855,0.2752344999462366,0.5722205000929534,0.0017095999792218208,0.14013209997210652,0.12972750014159828
PPO_full_u2_t20_seed0_20260521_211450,PPO,full,u2_t20,2,20,0,8,2026-05-21 21:14:59,9.76666349999141,-1.090620423210865,0.15976497984462804,1764.3035362471442,1219.020995667319,258.4528153970141,1.0,8,8,0,,,1622.8600751952886,1,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.01959747076034546,0.007688952435273677,1.7804928719997406,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.30510410002898425,0.36246799991931766,0.6676802999572828,0.0019181000534445047,0.1616856000619009,0.18098690023180097
PPO_full_u2_t20_seed0_20260521_211450,PPO,full,u2_t20,2,20,0,9,2026-05-21 21:15:00,10.453093299991451,-1.0460322475372512,0.03198256964139365,1692.1729632800948,1597.7307273903166,51.73840459585044,1.0,8,8,0,,,1622.8600751952886,1,,MinBattery_NearestTask,1235.4772701211982,1648.142715048298,-0.025487005012109876,0.003820294077740982,1.757584109902382,0.0001,0.0003,0.0001,0.0003,,256,3,4,4,1,128,1,0.99,0.95,0.2,0.01,1,models\best_u2_t20_seed0.pth,0.2940795000176877,0.2953817000379786,0.5895715000806376,0.0014338999753817916,0.1556265999097377,0.13431130012031645
